CheckLevel,Difference,Tolerance,Status,DistrictName,Variable,ReportedValue,RolledValue
School to LEA,0,0,Pass,Woodbridge School District,SpecialEdEnrollment,558,558
School to LEA,0,0.05,Pass,Woodbridge School District,Units4_12,69.65,69.65
School to LEA,0.01,0.05,Pass,Woodbridge School District,UnitsBasicK12,23.45,23.46
School to LEA,-0.01,0.05,Pass,Woodbridge School District,UnitsComplex,31.92,31.91
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsIntense,46,46
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsK3,40.25,40.25
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsPreK,0.24,0.24
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsTotal,217.69,217.69
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsVocational,12.37,12.37
School to LEA,0,0.05,Pass,Woodbridge School District,UnitsVocationalDeduct,-6.19,-6.19
